,artist,name,tags
20,c83907ee-8b5a-4547-8f68-96572243ea7f,Hot Water Music,"[u'driving', u'hardcore', u'post-hardcore', u'punk', u'usa']"
21,dbbc47a5-1338-4830-9298-a8d0b11c0a46,Joss Stone,[u'soul and reggae']
22,f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,"[u'alternative metal', u'alternative rock', u'american', u'gothic rock', u'metal', u'n2', u'new metal', u'nu metal', u'piano rock', u'pop and chart', u'pop rock', u'rock', u'symphonic rock']"
23,a9965383-6bdd-49a3-a4bb-4f8008b9d80e,Stephen Lynch,[u'american']
24,c1e5344e-1bff-4727-9417-a4f55e41b5ff,Loreena McKennitt,"[u'canada', u'canadian', u'canadien', u'celtic', u'celtique', u'ethereal', u'folk', u'new age', u'world']"
25,b5a31e9b-1fa2-45f9-91f5-b3a25fb38038,Municipal Waste,"[u'crossover thrash', u'thrash metal']"
26,96c1edac-1011-4cb8-882c-27248de35071,The Cramps,"[u'alternative', u'punk', u'rock and indie', u'usa']"
27,370bd5a3-4abf-4356-8576-3a8fc0c11d65,Above & Beyond,"[u'dance and electronica', u'richard bedford', u'seen live', u'trance']"
28,1a120ec5-35b3-4f3e-aa49-7201550d9feb,RJD2,"[u'american', u'electronic', u'hip hop', u'hip-hop', u'pop']"
29,2819834e-4e08-47b0-a2c4-b7672318e8f0,The Byrds,"[u'american', u'classic pop and rock', u'country rock', u'folk', u'folk pop', u'folk rock', u'pop rock', u'psychedelic pop', u'psychedelic rock', u'rock']"
30,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9,Kent,"[u'french', u'todo-works']"
31,cc546218-cc08-4ae9-9592-ac1596c1470d,Propagandhi,"[u'canada', u'punk', u'winnipeg']"
32,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,Eric Prydz,"[u'european', u'pop and chart', u'stockholm', u'swedish']"
33,80b3cf5e-18fe-4c59-98c7-e5bb87210710,The Roots,"[u'band', u'conscious hip hop', u'east coast hip hop', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop', u'live', u'us']"
34,78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,Siouxsie and the Banshees,"[u'00s', u'70s', u'80s', u'90s', u'alternative', u'alternative rock', u'art pop', u'art rock', u'british', u'classic pop and rock', u'england', u'english', u'female vocalists', u'gothic', u'gothic rock', u'new wave', u'pop rock', u'post-punk', u'punk', u'punk rock', u'rock', u'uk']"
35,8c32bb01-58a3-453b-8050-8c0620edb0e5,Stone Temple Pilots,"[u'acoustic rock', u'alternative rock', u'grunge', u'hard rock', u'pop rock', u'post-grunge', u'sloth']"
36,ea0f2a37-7007-4217-a812-396227f5013a,Kyuss,"[u'american', u'desert rock', u'rock', u'stoner metal', u'stoner rock']"
37,4cbbf0d6-6c78-4e3d-ab25-91b13603cf7c,Lemon Jelly,"[u'british', u'dance and electronica', u'electronic', u'english', u'psychedelic', u'psychedelic electronica', u'uk']"
38,e9aca1a3-836a-4e5e-b8d4-56d20c60af5f,Beulah,[]
39,b847e9d2-c931-4daf-900c-42c7b2c42e16,Front Line Assembly,"[u'ebm', u'electro-industrial', u'electronic', u'electronica', u'industrial', u'industrial metal', u'metal', u'post-industrial']"
40,7a519099-d4c8-46c8-805b-214dab0e58a2,Amaral,[u'si tu no vuelves']
41,be407b02-f3e6-4ed5-9489-f8e5f0ab36dc,The Raconteurs,"[u'alternative rock', u'american', u'blues rock', u'hard rock', u'indie rock', u'rock', u'rock and indie']"
42,84eac621-1c5a-49a1-9500-555099c6e184,Spoon,"[u'alternative rock', u'dance-punk', u'indie pop', u'indie rock', u'rock and indie']"
43,54b0584e-4e5e-4976-80d4-eea7a82a7213,Electric Six,"[u'american', u'indie rock', u'rock', u'rock and indie']"
44,4f615cfd-6365-45ce-8b2c-b461c1b3c164,Lao Che,[u'polish']
45,81b96954-da0d-4d8f-a7fa-cbc77ae88a34,Mo’ Horizons,[]
46,18eefb0f-7f1c-4ca4-a9b1-d0f2f11bd6b1,5'nizza,[u'russian']
47,32567eb3-aeca-467f-8b89-a69b11fcb781,Primal Fear,"[u'heavy metal', u'power metal', u'speed metal']"
48,0d82f0cd-107a-403f-a726-ac7287cbea65,The Beta Band,"[u'alternative rock', u'british', u'classic pop and rock', u'indie rock', u'indietronica', u'neo-psychedelia', u'scottish', u'trip hop', u'uk']"
49,6b66dd3a-d88b-4732-bc13-359d8964b7f2,The Clientele,[u'classic pop and rock']
50,9f2524e1-cda1-4304-941e-ebb448d32a16,Hybrid,[]
51,e2c3c508-f0ab-49af-92c9-a81d66d67405,Story of the Year,"[u'alternative rock', u'emo', u'post-hardcore', u'screamo']"
52,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,"[u'composer', u'electronic', u'film composer', u'progressive house', u'trance']"
53,c48d4327-8122-4286-af66-05e1ee6ac4d8,Mazzy Star,[u'rock and indie']
54,9072df14-b61e-42e2-b4f4-6bbb7fdb5586,Tina Turner,"[u'adult contemporary', u'american', u'classic pop and rock', u'contemporary r&b', u'pop', u'pop rock', u'pop soul', u'rnb', u'rock', u'soul', u'tina-turner']"
55,13655113-cd16-4b43-9dca-cadbbf26ee05,Nelly Furtado,"[u'canada', u'canadian', u'folk', u'hip hop', u'hip hop rnb and dance hall', u'pop', u'pop and chart', u'r&b', u'rock']"
56,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,"[u'alternative rock', u'british', u'chamber pop', u'england', u'english', u'indie pop', u'indie rock', u'jangle pop', u'pop rock', u'pop/rock', u'rock', u'rock and indie', u'uk']"
57,d339efbb-77b9-4147-ba9e-59f2f24550b2,Kelly Clarkson,"[u'a filk artist', u'american idol', u'dance-pop', u'electropop', u'fixme label mess', u'pop', u'pop and chart', u'pop rock', u'rock', u'teen pop']"
58,60530915-9371-4b16-bc31-5c4456317ae0,Natalie Imbruglia,"[u'australian', u'downtempo', u'electropop', u'neighbours', u'pop', u'pop and chart', u'pop rock']"
59,f46bd570-5768-462e-b84c-c7c993bbf47e,Eagles,"[u'american', u'classic pop and rock', u'classic rock', u'country rock', u'folk rock', u'pop', u'pop rock', u'pop/rock', u'rock', u'soft rock', u'urban cowboy', u'west coast rock']"
60,7c7f9c94-dee8-4903-892b-6cf44652e2de,Tears for Fears,"[u'art pop', u'british', u'classic pop and rock', u'english', u'new wave', u'pop rock', u'psychedelic pop', u'sophisti-pop', u'synthpop', u'uk']"
61,f1a95c6b-fb2a-41a6-bfcb-2453fee2a38c,,[]
62,ba03daa8-0a45-4432-881f-4de8e0e05305,Natalie Merchant,[u'folk']
63,a9100753-f539-43cf-bcc9-579566fb512e,Simply Red,"[u'adult contemporary', u'blue-eyed soul', u'classic pop and rock', u'dance-pop', u'pop', u'pop soul', u'sophisti-pop']"
64,0d8b0d50-e4cf-4da4-965d-f24c58ec3268,Boston,"[u'aor', u'arena rock', u'boston', u'classic pop and rock', u'hard rock', u'heavy metal', u'massachusetts', u'pop rock', u'pop/rock', u'progressive rock', u'rock']"
65,afe5e238-d248-4da4-87b7-e70dfab787f6,The Automatic,[u'pop and chart']
66,13df2a46-f72f-40e7-aa63-26fcf62c7048,Ministry,"[u'alternative metal', u'ebm', u'electronic', u'industrial', u'industrial metal', u'industrial rock', u'metal', u'new wave', u'synthpop', u'thrash metal']"
67,8a0c3b86-af55-42d2-85b9-6372e7430986,Madsen,[u'german']
68,c1d4f2ba-cf39-460c-9528-6b827d3417a1,Yes,"[u'2000s', u'2010s', u'60s', u'70s', u'7567826842', u'80s', u'90s', u'aor', u'art rock', u'british', u'classic pop and rock', u'electronic', u'english', u'folk', u'hard rock', u'male vocalists', u'mario939393', u'pop rock', u'pop-rock', u'pop/rock', u'progressive pop', u'progressive rock', u'rock', u'symphonic prog', u'symphonic rock', u'uk', u'yes']"
69,82dc508a-dbda-4954-aedc-28895edfa42e,2 Many DJ’s,"[u'belgian', u'european', u'mash-up', u'soulwax']"
70,57f89cad-d2ef-48df-9119-8287b106716a,Glen Hansard,"[u'folk rock', u'rock']"
71,1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube,"[u'american', u'boom bap', u'gangsta rap', u'hardcore hip hop', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop', u'political hip hop', u'political rap', u'pop rap', u'west coast hip hop', u'west coast hip-hop']"
72,444f2191-8841-440e-bbc1-6fd564893946,Justice,[]
73,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,"[u'american', u'am\xe9ricain', u'dance-pop', u'edge of glory', u'electronic', u'electropop', u'gata rahe mera dil', u'pop', u'pop rock', u'synthpop', u'the fame', u'united states', u'usa']"
74,bc68928b-fbb5-4aac-baae-52ba49202372,The Weakerthans,"[u'canada', u'indie', u'punk', u'winnipeg']"
75,44f49e8d-125c-47d4-bab1-37a8a46c5eb9,Kotiteollisuus,"[u'finnish', u'metal']"
76,8c90ad8c-9150-4c51-a1eb-342232e99d06,The Band,"[u'american', u'americana', u'canadian', u'classic pop and rock', u'country rock', u'folk rock', u'pop rock', u'rock', u'roots rock', u'singer/songwriter', u'the band']"
77,e8374874-4178-4869-b92e-fef6bf30dc04,Dropkick Murphys,"[u'celtic punk', u'folk punk', u'hardcore punk', u'oi!', u'punk', u'punk rock', u'usa']"
78,5ffb1041-7236-45d4-8523-60faf95946c6,Leevi and the Leavings,[u'finnish']
79,ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,[u'sverige']
80,f9c1cc73-36ba-4f8d-ba12-7d2490608886,Justice,[]
81,601f8530-9009-4f73-94fb-a355b4497b70,Julieta Venegas,"[u'alternative music', u'folk rock', u'indie pop', u'pop']"
82,cf0f4547-ffbd-4011-98ad-0bec9ba022db,Kings of Convenience,"[u'classic pop and rock', u'european', u'norsk', u'norv\xe8ge', u'norv\xe9gien', u'norway', u'norwegian']"
83,3abc3eb1-7318-41d2-a52b-cbe14a14d8a0,Gustavo Santaolalla,"[u'academy award winner', u'argentinian', u'composer', u'easy listening soundtracks and musicals', u'film composer', u'game', u'producer', u'rock', u'rock en espa\xf1ol', u'score', u'soundtrack', u'south american', u'vgm', u'video game']"
84,3648db01-b29d-4ab9-835c-83f6a5068fe4,Godspeed You! Black Emperor,"[u'_fix me_', u'canadian', u'instrumental', u'pop montr\xe9al', u'post-rock', u'rock and indie']"
85,abe2669a-a612-4bf6-9193-bb4f4b8a9088,Ben Folds Five,"[u'alternative rock', u'american', u'indie', u'indie pop', u'indie rock', u'piano rock', u'pop', u'pop rock', u'rock', u'rock and indie']"
86,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,Metric,"[u'00s', u'10s', u'canada', u'electronic', u'female vocalists', u'indie rock', u'new wave', u'pop', u'soft rock']"
87,e5257dc5-1edd-4fca-b7e6-1158e00522c8,The Jackson 5,"[u'bubblegum', u'funk', u'pop', u'pop and chart', u'pop soul', u'soul', u'soul and reggae']"
88,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,Kid Cudi,"[u'alternative hip hop', u'hip hop', u'hiphop', u'rap', u'us']"
89,7f5dde96-1573-4491-9673-f03fe7c5caaa,The American Analog Set,[]
90,9e0e2b01-41db-4008-bd8b-988977d6019a,The Police,"[u'alternative', u'british', u'classic pop and rock', u'england', u'english', u'new wave', u'pop reggae', u'pop rock', u'pop/rock', u'post-punk', u'power pop', u'punk rock', u'rock', u'the police', u'uk']"
91,d41a6875-b626-4c0f-89a1-aecb643d29ff,The Pogues,"[u'celtic folk music', u'celtic punk', u'celtic rock', u'england', u'folk', u'folk pop', u'folk punk', u'folk rock', u'london', u'uk']"
92,fd1a2d9d-9bb6-44de-83a3-41560658aba9,Bill Withers,"[u'classic pop and rock', u'deep soul', u'funk', u'pop soul', u'rhythm & blues', u'smooth soul', u'soul']"
93,479497d4-e7c2-4e78-972e-56e78fac3995,Chris Isaak,"[u'american', u'classic pop and rock', u'pop', u'pop rock', u'rock', u'rock & roll', u'rockabilly', u'roots rock']"
94,3e30aebd-0557-4cfd-8fb9-3945afa5d72b,Annie Lennox,"[u'adult contemporary', u'british', u'classic pop and rock', u'pop', u'pop soul', u'rock', u'scottish', u'sophisti-pop', u'soul', u'standards', u'uk']"
95,763e1b10-0e76-4e4e-8ea6-b883171c7829,Final Fantasy,[]
96,b972f589-fb0e-474e-b64a-803b0364fa75,Wolfgang Amadeus Mozart,"[u'1991', u'austrian', u'austrian composer', u'classical', u'classical period', u'complete', u'complete mozart edition', u'composer', u'european', u'german', u'gould', u'late symphonies', u'opera', u'requiem', u'series-mozart-complete works-philips', u'volume 15']"
97,d3fa206b-a8ff-4b53-a0e2-83aa19a40c66,Apulanta,[u'finland']
98,f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,"[u'american', u'am\xe9ricain', u'chanteur', u'classic pop and rock', u'composer', u'compositeur', u'contemporary r&b', u'contemporary rnb', u'cool', u'dance-pop', u'disco', u'funk', u'lyricist', u'michael-jackson', u'new jack swing', u'parolier', u'pop', u'pop rock', u'pop soul', u'r&b', u'rnb', u'rock', u'singer', u'soul', u'united states', u'usa']"
99,774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,"[u'art rock', u'baroque pop', u'british', u'classic pop and rock', u'english', u'pop rock', u'pop/rock', u'progressive pop', u'progressive rock', u'symphonic prog', u'uk']"
100,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,Bee Gees,"[u'baroque pop', u'blue-eyed soul', u'british', u'classic pop and rock', u'dance', u'disco', u'english', u'pop', u'pop rock', u'psychedelic pop', u'soft rock', u'uk']"
101,61604b45-8a91-4e33-a1b6-45d7b1fec4e5,Destroyer,"[u'canadian', u'chamber pop', u'classic pop and rock', u'indie', u'indie pop', u'sophisti-pop']"
102,ef6a8aab-9dfe-46ac-a225-67df4601ad69,Vive la Fête,[]
103,b755836a-0cb6-4577-a678-55a5a6402d70,Chiodos,[u'post-hardcore']
104,b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! at the Disco,"[u'alternative rock', u'brendon urie', u'brent wilson', u'chamber pop', u'emo-pop', u'jon walker', u'pop and chart', u'pop punk', u'pop rock', u'pop/rock', u'power pop', u'ryan ross', u'spence smith', u'united states']"
105,8846e4ff-0c19-4af2-872b-7a8dc7497f68,The Cult,"[u'alternative rock', u'british', u'england', u'gothic rock', u'hard rock', u'post-punk', u'rock', u'rock and indie', u'uk']"
106,05851234-4e8f-4cc8-b682-a55c23277d9c,Taproot,[u'rock']
107,76c9a186-75bd-436a-85c0-823e3efddb7f,Janis Joplin,"[u'27 club', u'acid rock', u'acoustic blues', u'american', u'blues rock', u'classic pop and rock', u'death by heroin', u'death by overdose', u'folk', u'hard rock', u'psychedelic rock', u'rock']"
108,ac2d1c91-3667-46aa-9fe7-170ca7fce9e2,Godsmack,"[u'acoustic rock', u'alternative metal', u'alternative rock', u'hard rock', u'nu metal', u'post-grunge']"
109,f1b1cf71-bd35-4e99-8624-24a6e15f133a,Deep Dish,[u'dance and electronica']
110,854a1807-025b-42a8-ba8c-2a39717f1d25,Breaking Benjamin,"[u'alternative metal', u'alternative rock', u'hard rock', u'post-grunge']"
111,d4ad0149-d8ae-4105-8009-0221fce9ff35,Minutemen,"[u'post-hardcore', u'post-punk', u'punk', u'usa']"
112,1582a5b8-538e-45e7-9ae4-4099439a0e79,Ben Harper,[u'rock and indie']
113,3d970489-518b-4c05-9dee-26e182823649,Diablo,[]
114,e0ededb4-6085-4f68-90f7-89bc560930a3,Darkest Hour,[u'melodic metalcore']
115,429f9fbf-0a0b-4a9e-a88c-94d48aa466ed,Glassjaw,"[u'post-hardcore', u'rock and indie']"
116,3bcff06f-675a-451f-9075-99e8657047e8,Four Tet,"[u'british', u'downtempo', u'dubstep', u'electronic', u'electronica', u'english', u'folktronica', u'idm', u'post-dubstep', u'rock and indie', u'uk']"
117,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,"[u'blues', u'blues rock', u'britannique', u'british', u'british rhythm & blues', u'classic pop and rock', u'country', u'english', u'essentials', u'greatest hits', u'live', u'pop rock', u'psychedelic rock', u'reggae', u'rhythm & blues', u'rnb', u'rock', u'rock & roll', u'rock and roll', u'some girls', u'the-rolling-stones', u'uk']"
118,ac53c83c-c969-477f-9564-769e1ed80519,Josh Ritter,[u'folk']
119,68ec1b08-3c2e-40b3-b0af-8f323743fdff,Soulwax,"[u'alternative', u'alternative rock', u'belgian', u'dance', u'dance and electronica', u'electronic', u'european', u'indie rock', u'rock']"
120,7746d775-9550-4360-b8d5-c37bd448ce01,“Weird Al” Yankovic,"[u'accordion', u'american', u'comedy', u'parody', u'pizza', u'polka', u'ponycore', u'pop', u'rock', u'star']"
121,18e9bfd5-db23-4bc1-be0f-5710e5d656e4,Exodus,"[u'00s', u'10s', u'80s', u'80s thrash metal', u'90s', u'american', u'american metal', u'american thrash metal', u'bay area', u'bay area thrash metal', u'classic metal', u'classic thrash metal', u'heavy metal', u'metal', u'thrash metal']"
122,db4624cf-0e44-481e-a9dc-2142b833ec2f,Robbie Williams,"[u'adult contemporary', u'british', u'britpop', u'dance', u'dance-pop', u'pop', u'pop and chart', u'pop rock', u'rock', u'standards', u'swing']"
123,96fafb0a-2f1d-4b15-b2a0-9e0e660e7ecf,Blue October,"[u'alternative rock', u'dance', u'pop', u'synthpop']"
124,b1e23ada-a7eb-42d7-91ec-67a43bead43a,Hypocrisy,"[u'death metal', u'melodic death metal', u'metal', u'swedish', u'swedish death metal']"
125,eb3f70ce-f226-428f-8d7f-046c8dbfd98f,Junkie XL,"[u'big beat', u'breakbeat', u'dance and electronica', u'dutch', u'electroclash', u'electronic', u'european', u'film score', u'film soundtrack']"
126,bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb,Hilary Duff,"[u'crash', u'pop and chart']"
127,49c4378b-3c36-4c5a-8999-8d936e74f39b,The Divine Comedy,"[u'alternative', u'baroque pop', u'britannique', u'british', u'northern ireland', u'northern irish', u'pop', u'rock and indie', u'uk']"
128,46d18823-6a15-49ee-8376-c5f7a49530a6,Hard‐Fi,[u'rock and indie']
129,fa3b825f-7c85-4377-b393-d28a2016e293,Mägo de Oz,[]
130,c5f9e699-7b0d-4030-86dd-7acc8250d147,Mayhem,"[u'black metal', u'metal', u'norsk', u'norwegian']"
131,5403bf6e-bc1d-4e62-b31f-926a2bf66a14,Boney M.,"[u'booka-shade', u'classic pop and rock', u'dance-pop', u'disco', u'euro-disco', u'europop', u'pop']"
132,6cbe1e63-5895-4168-ac7e-f0d2836ba0c1,Guster,"[u'acoustic rock', u'alternative rock', u'american', u'jangle pop', u'pop rock', u'rock']"
133,113e0972-077f-423b-9b5f-3cc8a5bafa0f,Pink Martini,[u'easy listening soundtracks and musicals']
134,40842674-a794-4580-a0f5-e43d5b600729,Evergrey,[u'progressive metal']
135,5aeb21a3-4606-4a0d-8369-50c768d1e99a,Stars,"[u'classic pop and rock', u'indie']"
136,8538e728-ca0b-4321-b7e5-cff6565dd4c0,Depeche Mode,"[u'alternative dance', u'alternative rock', u'barrel', u'britannique', u'british', u'dark wave', u'downtempo', u'electronic', u'electronic rock', u'electronica', u'english', u'new romantic', u'new wave', u'post punk', u'producer', u'producteur', u'remix', u'rock and indie', u'synth pop', u'synthpop', u'uk']"
137,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,"[u'american', u'electropop', u'experimental hip hop', u'hardcore hip hop', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop', u'pop rap', u'producer', u'rapper', u'synthpop', u'us']"
138,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,Evergreen Terrace,"[u'melodic hardcore', u'metalcore']"
139,e6358374-5eea-4205-be22-382ed6df493c,Noir Désir,"[u'en public', u'france', u'francophone', u'fran\xe7ais', u'french', u'rock']"
140,8c5755b4-2de6-4158-bca9-e354cbf07437,Delta Goodrem,"[u'adult contemporary', u'alternative pop', u'australian', u'ballad', u'neighbours', u'piano pop', u'pop', u'pop rock', u'rock']"
141,f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,DMX,"[u'american', u'conscious hip hop', u'east coast hip hop', u'hardcore hip hop', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop', u'horrorcore', u'http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117', u'performance name']"
142,8a3e1c4f-59a8-457a-826c-fe961419a8ae,The Last Shadow Puppets,"[u'britannique', u'british', u'indie', u'indie rock', u'rock and indie', u'uk']"
143,3697647f-1839-479e-98a1-9ad39004d923,The Rapture,"[u'acid house', u'alternative dance', u'dance-punk', u'house', u'post-punk', u'post-punk revival', u'rock and indie']"
144,4d5447d7-c61c-4120-ba1b-d7f471d385b9,John Lennon,"[u'britannique', u'british', u'classic pop and rock', u'death by gun', u'death by murder', u'english', u'experimental', u'folk', u'murdered', u'pop', u'pop rock', u'rock', u'rock & roll', u'singer/songwriter', u'uk', u'united kingdom', u'wifebeater']"
145,a466c2a2-6517-42fb-a160-1087c3bafd9f,Slipknot,"[u'alternative metal', u'metal', u'new metal', u'nu metal', u'rap metal', u'rock and indie']"
146,5fc21e44-d663-495a-b16a-7cc641af5deb,Lady Sovereign,"[u'britannique', u'british', u'grime', u'hip hop', u'hip hop rnb and dance hall', u'uk']"
147,2ba31cc4-df9e-4c21-9dbc-bb8fa9af424f,Astral Projection,"[u'goa', u'israeli', u'psytrance', u'trance']"
148,67f66c07-6e61-4026-ade5-7e782fad3a5d,Foo Fighters,"[u'acoustic rock', u'alternative', u'alternative rock', u'american', u'grunge', u'hard rock', u'pop rock', u'post-grunge', u'rock', u'rock and indie', u'us']"
149,d8354b38-e942-4c89-ba93-29323432abc3,Thirty Seconds to Mars,"[u'311', u'acoustic rock', u'alternative', u'alternative rock', u'arena rock', u'electronic', u'emo', u'emo-pop', u'experimental', u'pop and chart', u'pop rock', u'progressive', u'rock', u'united states']"
150,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common,"[u'alternative', u'conscious', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop']"
151,9efff43b-3b29-4082-824e-bc82f646f93d,The Doors,"[u'acid rock', u'american', u'blues rock', u'classic pop and rock', u'hard rock', u'poetry', u'psychedelic pop', u'psychedelic rock', u'rock', u'true classics']"
152,2aaf7396-6ab8-40f3-9776-a41c42c8e26b,LCD Soundsystem,"[u'alternative dance', u'american', u'am\xe9ricain', u'christmas music', u'dance and electronica', u'dance-punk', u'electronic', u'indie electronic', u'indietronica', u'new wave', u'usa']"
153,b5179744-f217-4455-9d8b-17b8d4fdeb93,Buckethead,[u'rock and indie']
154,6f607087-9c46-4bb2-a884-e4efc764554c,The Streets,"[u'_wip_', u'british', u'english', u'garage', u'hip hop rnb and dance hall', u'hip-hop', u'hiphop', u'london', u'mike skinner', u'rap', u'uk', u'uk garage', u'uk hip hop']"
155,f0e820ab-f31a-400d-9c5e-8be1c8c38726,The Red Jumpsuit Apparatus,[]
156,f3430779-bbec-437b-944d-1fbf45d2e786,Coal Chamber,[]
157,b929c0c9-5de0-4d87-8eb9-365ad1725629,Little Brother,"[u'hip-hop', u'rap', u'underground hip-hop']"
158,0741b30d-e15b-4a8c-b2e5-8834a03d6116,Cold War Kids,"[u'alternative', u'american', u'indie', u'indie rock', u'rock and indie']"
159,83e59f23-3b0b-4304-834d-5bcafd5df6d2,Scooter,"[u'electronic', u'european', u'german', u'hardcore', u'hardstyle', u'jumpstyle', u'rave', u'scooter']"
160,4c01333f-e8e8-43bd-9923-8de83ef6f63d,Down,"[u'metal', u'rock and indie', u'stoner sludge metal']"
